ItemNumber,StockNow,ChangeQty,StockChangeDateTime,ChangeSource,ItemImageId
"PC122192","22","1","2016-07-14 19:54:09","DIRECT ADJUSTMENT BY Devan","93366d14-a165-4b55-b9f9-963f0695291c"
"PC300974","1","1","2016-07-14 19:53:35","DIRECT ADJUSTMENT BY Katrina",""
"PC107615","6","1","2016-07-14 19:53:09","DIRECT ADJUSTMENT BY Donald","375f957b-ad6c-4ffe-907e-0683063df284"
"PC108878","12","1","2016-07-14 19:52:03","DIRECT ADJUSTMENT BY Devan","0b8b0bb3-c07b-4516-a1ac-61f8d89ff81d"
"PC137219","39","1","2016-07-14 19:49:45","DIRECT ADJUSTMENT BY Devan","799ac714-077e-407c-8c6d-a4b0d4974805"
"PC138885","12","1","2016-07-14 19:49:06","DIRECT ADJUSTMENT BY Donald","abab454f-8e3d-4bb0-93ba-48cd494a0fab"
"PC122733","4","1","2016-07-14 19:47:13","DIRECT ADJUSTMENT BY Devan","79602749-e783-4eb3-9cd9-1bd545f9bfb0"
"PC122733","4","1","2016-07-14 19:47:13","DIRECT ADJUSTMENT BY Devan","bc1ddae7-e667-41a5-9b74-acc5e9d4e8e0"
"PC114903","1","1","2016-07-14 19:45:28","Customer Return for order 200220","b18fed31-1f51-41a5-97db-0cb91f6a460e"
"PC114903","1","1","2016-07-14 19:45:28","Customer Return for order 200220","a73e56ee-38bb-43ae-b42f-e8946bc8239e"
"PC108882","2","1","2016-07-14 19:43:13","Customer Return for order 199446","50d53cd1-466d-4e71-befb-753dba64232b"
"PC131439","1","1","2016-07-14 19:41:44","Customer Return for order 199092","07a5e273-bf9b-4a61-91c0-2b0b8d03c3c1"
"PC131439","1","1","2016-07-14 19:41:44","Customer Return for order 199092","2d40221e-0b7c-44ad-8a54-9de1470f0e11"
"PC131439","1","1","2016-07-14 19:41:44","Customer Return for order 199092","2af6a853-6a69-4cba-b916-dc62ea0c501b"
"PC131439","1","1","2016-07-14 19:41:44","Customer Return for order 199092","f62109cd-41f7-418b-a552-dd7c6cc82c93"
"PC122209","1","1","2016-07-14 19:39:49","Customer Return for order 200388","34716a53-6110-450c-8f06-ee171d64801c"
"PC126293","1","1","2016-07-14 19:37:56","Customer Return for order 199821","ff4bc02a-ccb9-418b-b8a5-66b492ba111b"
"PC126293","1","1","2016-07-14 19:37:56","Customer Return for order 199821","d11ebda3-813d-4535-a49a-f4be5249982e"
"PC130365","12","1","2016-07-14 19:37:05","Customer Return for order 199920","90aafb1c-c308-407e-9dc5-1a63cb4ecd60"
"PC125274","1","1","2016-07-14 19:36:04","Customer Return for order 200469","d223694e-5e0f-475f-aa24-233b48bad5d7"
"PC128074","2","1","2016-07-14 19:34:31","Customer Return for order 198615","015bbb2e-b777-46e7-a2c8-77f58424e17d"
"PC900330","7","1","2016-07-14 19:33:11","Customer Return for order 200309","cc544955-0527-4955-a888-f914ebb954dc"
"PC129708","1","1","2016-07-14 19:31:24","Customer Return for order 200364","3441df79-45f6-43d2-9e8d-3a57db35acb8"
"PC107881","2","1","2016-07-14 19:29:15","Customer Return for order 199897","a3cae190-5594-4a5f-a330-7185c93cd1e0"
"PC300972","1","1","2016-07-14 19:22:48","DIRECT ADJUSTMENT BY Katrina",""
"PC111235","8","1","2016-07-14 19:22:11","DIRECT ADJUSTMENT BY Devan","473aa5be-583d-48d5-b784-e7ca20bf6cec"
"PC102272","2","1","2016-07-14 19:20:58","DIRECT ADJUSTMENT BY Lauren","215cfac6-92c0-4755-b308-22685f87f895"
"PC102272","2","1","2016-07-14 19:20:58","DIRECT ADJUSTMENT BY Lauren","191a5303-9752-4434-bf8f-b24429da35b9"
"PC102273","2","1","2016-07-14 19:20:13","DIRECT ADJUSTMENT BY Lauren","84d6dc11-e99d-4455-9afa-067db55bc4a3"
"PC102273","2","1","2016-07-14 19:20:13","DIRECT ADJUSTMENT BY Lauren","d35b5dd8-486f-4991-b259-5e5f28cf1a7c"
"PC131586","4","1","2016-07-14 19:19:32","DIRECT ADJUSTMENT BY Devan","0211aa7b-0466-41c7-ae97-1394d23b03d5"
"PC109533","3","1","2016-07-14 19:18:01","DIRECT ADJUSTMENT BY Lauren","6beef18e-4130-4e9b-a75f-6db82c22c90c"
"PC122112","1","1","2016-07-14 19:17:57","DIRECT ADJUSTMENT BY Devan","0c8bda20-4797-48bd-a261-9f38da5f623b"
"PC131638","18","1","2016-07-14 19:16:45","DIRECT ADJUSTMENT BY Devan","180c9138-a30a-4ec9-8d3a-8f49b3ae9e1e"
"PC114566","1","1","2016-07-14 19:15:04","DIRECT ADJUSTMENT",""
"PC131341","2","1","2016-07-14 19:13:56","DIRECT ADJUSTMENT BY Lauren",""
"PC102065","21","1","2016-07-14 19:13:39","DIRECT ADJUSTMENT BY Devan","55896c87-0bd0-4ad2-a10a-f6e6e13dfa4e"
"PC300973","1","1","2016-07-14 19:12:18","DIRECT ADJUSTMENT BY Katrina",""
"PC103199","5","1","2016-07-14 19:07:54","DIRECT ADJUSTMENT BY Devan","6f28f021-8dab-411c-86c7-3889ad95e228"
"PC103199","5","1","2016-07-14 19:07:54","DIRECT ADJUSTMENT BY Devan","384fcc6e-46a5-449f-82a9-55d1e422c66b"
"PC113259","4","1","2016-07-14 19:06:58","DIRECT ADJUSTMENT BY Donald","643bf597-f8f5-4a5d-8b4e-ec6bab8d2470"
"PC108899","1","1","2016-07-14 19:05:21","DIRECT ADJUSTMENT BY Devan","7515e7a2-8265-4e97-82a7-fff0128c2802"
"PC131361","2","1","2016-07-14 19:05:19","DIRECT ADJUSTMENT BY Donald","9ee4f794-757f-4815-954b-426d31a18772"
"PC131361","2","1","2016-07-14 19:05:19","DIRECT ADJUSTMENT BY Donald","7a691f84-e552-477b-bac6-68ec67589267"
"PC300645","6","1","2016-07-14 19:04:50","DIRECT ADJUSTMENT BY Katrina","cfc01991-1ef6-48ce-8e8b-2872534e4d84"
"PC400028","3","1","2016-07-14 19:02:40","DIRECT ADJUSTMENT BY Donald","3b497a4e-745d-4d75-96ab-4480520c47d5"
"PC400028","3","1","2016-07-14 19:02:40","DIRECT ADJUSTMENT BY Donald","6bd052a0-970c-444d-912e-652445d6ce7b"
"PC300660","2","1","2016-07-14 19:01:48","DIRECT ADJUSTMENT BY Katrina","d3583924-b419-4a74-b34b-5b1a02e6965b"
"PC111446","1","1","2016-07-14 19:00:27","DIRECT ADJUSTMENT BY Donald","c7f93922-2c08-4a44-88cc-af4624cb6586"
"PC300687","2","1","2016-07-14 18:59:59","DIRECT ADJUSTMENT BY Katrina","cd64626f-5a4d-4b82-a516-84ae13d0a1a5"
"PC300975","1","1","2016-07-14 18:59:36","DIRECT ADJUSTMENT BY Katrina",""
"PC103201","5","1","2016-07-14 18:58:40","DIRECT ADJUSTMENT BY Devan","0479dc42-79b2-4f31-ad7e-45419048f3a5"
"PC103201","5","1","2016-07-14 18:58:40","DIRECT ADJUSTMENT BY Devan","a238eb36-e3fe-4113-a190-b849bd0fc5a5"
"PC102806","3","1","2016-07-14 18:57:48","DIRECT ADJUSTMENT BY Donald","e5c83bfc-fb9d-45f8-861d-63cf716c2dfd"
"PC131058","1","1","2016-07-14 18:55:29","DIRECT ADJUSTMENT","d63f7f04-1111-4b12-bee2-bb245bb263cc"
"PC131058","1","1","2016-07-14 18:55:29","DIRECT ADJUSTMENT","92ff1110-836a-44b1-98d1-e560757b9471"
"PC117719","9","1","2016-07-14 18:53:51","DIRECT ADJUSTMENT BY Donald","7b0a74ad-f3ec-4bda-97a7-918091802c93"
"PC117939","1","1","2016-07-14 18:53:43","DIRECT ADJUSTMENT",""
"PC128410","1","1","2016-07-14 18:52:02","DIRECT ADJUSTMENT BY Donald","aeaf2a93-6b79-44f0-ba12-63077c074e4e"
"PC300844","3","1","2016-07-14 18:51:52","DIRECT ADJUSTMENT BY Katrina","9ae21c3b-ccb3-4f78-8653-de75efaebb57"
"PC132220","1","1","2016-07-14 18:48:05","DIRECT ADJUSTMENT","84b4a2fb-a592-4687-98dd-42744f141eb8"
"PC132220","1","1","2016-07-14 18:48:05","DIRECT ADJUSTMENT","3241cf3e-8cb0-4bef-bbe8-ec15bda9d84e"
"PC100590","2","1","2016-07-14 18:47:31","DIRECT ADJUSTMENT BY Devan","b1e78968-f1a2-45af-b29c-7c6dd04bdef3"
"PC100590","2","1","2016-07-14 18:47:31","DIRECT ADJUSTMENT BY Devan","a4d44555-1fcb-4f69-bd29-8254ffa4315a"
"PC100590","2","1","2016-07-14 18:47:31","DIRECT ADJUSTMENT BY Devan","51ca9cad-ae39-41cd-8499-e11afbb87169"
"PC100590","2","1","2016-07-14 18:47:31","DIRECT ADJUSTMENT BY Devan","6c5c0df5-ac3d-4c5f-a873-e88b4d3b3a77"
"KJ003","1","1","2016-07-14 18:47:02","Customer Return for order 196437","e8120fd1-a59a-4df3-afdc-f5f68852b9ae"
"PC137477","2","1","2016-07-14 18:45:46","DIRECT ADJUSTMENT BY Donald","3ca1a016-9b2a-4902-90f9-01d7cba14361"
"PC102822","5","1","2016-07-14 18:42:28","DIRECT ADJUSTMENT BY Donald","8488cd4a-8495-414f-82b7-18dacac24653"
"PC126289","1","1","2016-07-14 18:39:12","DIRECT ADJUSTMENT BY Donald","10613f6f-d0ad-495c-bf4c-440a817a1b36"
"PC300341","3","1","2016-07-14 18:39:10","DIRECT ADJUSTMENT BY Katrina","6a11bbe9-9e4b-46eb-9594-93ab94bbeb6e"
"PC109483","1","1","2016-07-14 18:38:58","DIRECT ADJUSTMENT",""
"PC128723","1","1","2016-07-14 18:37:27","DIRECT ADJUSTMENT BY Donald","57247216-5763-4332-b7e9-dafcba82a683"
"PC110747","3","1","2016-07-14 18:35:56","DIRECT ADJUSTMENT BY Devan","157877e4-2793-44ab-92cd-2419a3232c40"
"PC110747","3","1","2016-07-14 18:35:56","DIRECT ADJUSTMENT BY Devan","219114e6-8754-4574-b4d3-85b834743982"
"PC300277","2","1","2016-07-14 18:35:47","DIRECT ADJUSTMENT BY Katrina","e02a5675-df44-465e-aa28-bf793b58d787"
"PC100641","1","1","2016-07-14 18:34:49","DIRECT ADJUSTMENT","ffc6dec8-fb40-458c-948c-15858ccb8a3f"
"PC100641","1","1","2016-07-14 18:34:49","DIRECT ADJUSTMENT","3ac98893-55a8-495d-ad05-55a556b018dd"
"PC300002","2","1","2016-07-14 18:33:24","DIRECT ADJUSTMENT BY Katrina","f502cea9-d47d-4c23-ab95-896e0fbb9025"
"PC118364","3","1","2016-07-14 18:32:06","DIRECT ADJUSTMENT BY Devan","aea1d662-d670-4d7e-ba69-3a688342fa0b"
"PC124078","7","1","2016-07-14 18:31:57","DIRECT ADJUSTMENT BY Donald","d4c44eab-729d-40f2-9b4c-cd34c61a29f6"
"PC102534 - OF","1","1","2016-07-14 18:29:53","DIRECT ADJUSTMENT BY Donald","97175c7f-147a-42f3-90bb-b4decae515d4"
"PC103046","8","1","2016-07-14 18:27:41","DIRECT ADJUSTMENT BY Devan","637c8900-6ec0-47a3-820b-90e2a8ad8455"
"PC103046","8","1","2016-07-14 18:27:41","DIRECT ADJUSTMENT BY Devan","3ef61025-3e91-469c-ad28-f745d8fe4d31"
"PC102536","14","1","2016-07-14 18:27:35","DIRECT ADJUSTMENT BY Donald","e1fd0828-16a6-49e4-b229-647fe776c82e"
"PC110621","11","1","2016-07-14 18:25:44","DIRECT ADJUSTMENT BY Donald","acc16b82-f719-4380-8d9c-287d51cc501b"
"PC131311","2","1","2016-07-14 18:22:22","DIRECT ADJUSTMENT BY Devan","2f12247c-c2ef-47f6-90a6-3d6abea0a7fe"
"PC102963","2","1","2016-07-14 18:20:05","DIRECT ADJUSTMENT BY Lauren","afecae12-2c04-425f-97c9-0e22e15fe7d4"
"PC102963","2","1","2016-07-14 18:20:05","DIRECT ADJUSTMENT BY Lauren","88401934-250c-44e5-8533-7ee44028c519"
"PC300341","2","1","2016-07-14 18:18:45","DIRECT ADJUSTMENT BY Katrina","6a11bbe9-9e4b-46eb-9594-93ab94bbeb6e"
"PC108414","3","1","2016-07-14 18:17:53","DIRECT ADJUSTMENT BY Donald","5ef1a406-daa3-4004-980f-b8e6f4221141"
"PC100971","9","1","2016-07-14 18:17:33","DIRECT ADJUSTMENT BY Lauren","d8cd46cd-e5cb-4743-979f-16bce76449bf"
"PC900659","5","1","2016-07-14 18:14:54","DIRECT ADJUSTMENT BY Donald","3f5dc607-df64-410a-b9df-0330e0fe01e1"
"PC900659","5","1","2016-07-14 18:14:54","DIRECT ADJUSTMENT BY Donald","c58f3a74-4b46-4cb3-ab2a-df1c6f3c0586"
"PC300722","24","1","2016-07-14 18:14:53","DIRECT ADJUSTMENT BY Katrina","5d3e13fe-417c-4396-b90b-637d3a942a3a"
"PC128507","2","1","2016-07-14 18:13:58","DIRECT ADJUSTMENT BY Lauren","d1eafc2e-bcd1-4423-83cd-a3eefbaf9ee9"
"PC128507","2","1","2016-07-14 18:13:58","DIRECT ADJUSTMENT BY Lauren","70c51461-e956-4799-93d2-d9e268dc1854"
"PC300440","1","1","2016-07-14 18:12:43","DIRECT ADJUSTMENT BY Katrina","e91b9f0e-c17c-425c-9548-f9d954021d4a"
"PC110858","2","1","2016-07-14 18:11:39","DIRECT ADJUSTMENT BY Donald","00a4e7c8-9238-4e01-aeaa-0a654cc7825c"
"PC123804","3","1","2016-07-14 18:11:06","DIRECT ADJUSTMENT BY Devan","3db35315-26e6-4298-92a1-d2029d75a661"
"PC103183","17","1","2016-07-14 18:10:58","DIRECT ADJUSTMENT BY Lauren","bf5e8ba9-34e4-462b-a311-b05d62993b39"
"PC300778","1","1","2016-07-14 18:10:52","DIRECT ADJUSTMENT BY Katrina","4f6a196e-bcf2-4504-8d4a-560b9e6b81ba"
"PC102991","3","1","2016-07-14 18:09:37","DIRECT ADJUSTMENT BY Donald","f886d095-4208-47b4-ab59-cf64c298f0ff"
"PC110573","2","1","2016-07-14 18:07:42","DIRECT ADJUSTMENT BY Lauren","ceb36ed6-f478-42eb-9629-bbc80b096013"
"PC110573","2","1","2016-07-14 18:07:42","DIRECT ADJUSTMENT BY Lauren","b0b000a5-579b-46f0-9f0f-e42a30c43ad4"
"PC102857","4","1","2016-07-14 18:07:39","DIRECT ADJUSTMENT BY Devan","5140990b-2e5a-4a15-8eb7-b4a58d60d01b"
"PC107615","5","1","2016-07-14 18:06:56","DIRECT ADJUSTMENT BY Donald","375f957b-ad6c-4ffe-907e-0683063df284"
"PC107614","5","1","2016-07-14 18:04:49","DIRECT ADJUSTMENT BY Donald","eda0ad2e-5696-4af0-b596-8ea6ee87577c"
"PC132415","1","1","2016-07-14 18:02:05","DIRECT ADJUSTMENT BY Donald","24646042-c01f-4896-8acf-e8dfa2ab409d"
"PC113972","7","1","2016-07-14 18:00:05","DIRECT ADJUSTMENT BY Donald","b578307e-520a-4eee-a20f-46db3f328aa4"
"PC113972","7","1","2016-07-14 18:00:05","DIRECT ADJUSTMENT BY Donald","b2c25e00-f961-4e7a-9413-8b051c6a69f1"
"PC124988","1","1","2016-07-14 17:58:15","DIRECT ADJUSTMENT","b0b75030-1fd6-47c0-9b5c-7667f277206a"
"PC124988","1","1","2016-07-14 17:58:15","DIRECT ADJUSTMENT","9af85765-3408-4aed-833c-9d22d8be0d89"
"PC111480","2","1","2016-07-14 17:57:39","DIRECT ADJUSTMENT BY Devan","c3315804-07a2-4872-997e-53ce68c7312f"
"PC111480","2","1","2016-07-14 17:57:39","DIRECT ADJUSTMENT BY Devan","4a26529f-cf92-4bf7-81f4-f28487306d4e"
"PC102537","1","1","2016-07-14 17:56:28","DIRECT ADJUSTMENT","b5252440-1e35-458a-89e0-45677b90d7bb"
"PC102537","1","1","2016-07-14 17:56:28","DIRECT ADJUSTMENT","c81d6e72-67db-4d79-9838-70f789b7d399"
"PC102535","1","1","2016-07-14 17:55:11","DIRECT ADJUSTMENT","62eda733-abf4-4081-a536-150db59044da"
"PC102535","1","1","2016-07-14 17:55:11","DIRECT ADJUSTMENT","f0e74088-69ae-4f90-ab7a-8c2447e22ea0"
"PC132380","2","1","2016-07-14 17:53:25","DIRECT ADJUSTMENT BY Devan","80899787-4574-464a-bde8-a7e1bd1364cf"
"PC123969","6","1","2016-07-14 17:52:20","DIRECT ADJUSTMENT BY Donald","63a909c9-1fd7-461c-9323-1edfe05c3434"
"PC109419","1","1","2016-07-14 17:49:55","DIRECT ADJUSTMENT","825cd194-5596-42c6-b55b-324de2b1027c"
"PC109419","1","1","2016-07-14 17:49:55","DIRECT ADJUSTMENT","8c4824ac-1006-4fbd-94e5-83d1ea5b432e"
"PC121974","1","1","2016-07-14 17:44:26","DIRECT ADJUSTMENT BY Donald","e0c90993-624a-427a-a3d5-55e4679e3700"
"PC101293","2","1","2016-07-14 17:27:34","DIRECT ADJUSTMENT BY Donald","a6c9017e-543c-4969-8da7-fe97121a3399"
"PC108685","1","1","2016-07-14 17:25:19","DIRECT ADJUSTMENT BY Donald","3a0af7bc-1759-4bb0-b8bf-26d41eaaff7e"
"PC131527","1","1","2016-07-14 17:22:42","DIRECT ADJUSTMENT BY Donald","143298e8-5bd2-4837-b229-a306cf5725e5"
"PC128508","1","1","2016-07-14 17:15:54","DIRECT ADJUSTMENT BY Donald","301cdff4-8aaa-452a-a1e2-7c0e449c93c2"
"PC128508","1","1","2016-07-14 17:15:54","DIRECT ADJUSTMENT BY Donald","72133e52-ac8f-43ae-ac99-e2622c5318b7"
"PC100940","6","1","2016-07-14 17:12:59","DIRECT ADJUSTMENT BY Donald","e350d44d-d707-4cf2-a188-b8b1f8b72318"
"PC100937","6","1","2016-07-14 17:09:44","DIRECT ADJUSTMENT BY Donald","486de102-d6af-42db-b2a9-93ead86392a2"
"PC100935","6","1","2016-07-14 16:58:05","DIRECT ADJUSTMENT BY Donald","86fb3a89-dfd7-4639-b4b1-09a27ad2ed9f"
"PC135862","2","1","2016-07-14 16:55:51","DIRECT ADJUSTMENT BY Devan","f31c8ce4-66e3-4abb-be57-4e39c46b76ce"
"PC100933","7","1","2016-07-14 16:55:14","DIRECT ADJUSTMENT BY Donald","bd6aaba6-03f5-436a-b285-740576f8a3a6"
"PC135317","2","1","2016-07-14 16:53:16","DIRECT ADJUSTMENT BY Devan","9ec89b71-7ed5-4315-8d59-6c80b5f9ab65"
"PC117667","1","1","2016-07-14 16:52:50","DIRECT ADJUSTMENT","24caa7fa-34f4-4332-bf65-6804298eee0e"
"PC117667","1","1","2016-07-14 16:52:50","DIRECT ADJUSTMENT","9e83fc1f-12d3-46fb-b3da-be86750ba76e"
"PC102790","5","1","2016-07-14 16:50:44","DIRECT ADJUSTMENT BY Lauren","714e0755-6a6d-4266-b896-896ab835e5b9"
"PC108242","1","1","2016-07-14 16:49:15","DIRECT ADJUSTMENT","8462b3bc-75f9-4720-91da-5d5326ddf550"
"PC108242","1","1","2016-07-14 16:49:15","DIRECT ADJUSTMENT","7bb371fe-1f23-4a7d-8785-b64db43ddd61"
"PC103183","16","1","2016-07-14 16:48:39","DIRECT ADJUSTMENT BY Lauren","bf5e8ba9-34e4-462b-a311-b05d62993b39"
"PC107399","3","1","2016-07-14 16:48:26","DIRECT ADJUSTMENT BY Devan","79816edf-956c-4c97-968e-12f921688459"
"PC107399","3","1","2016-07-14 16:48:26","DIRECT ADJUSTMENT BY Devan","a1699abe-ee6b-4440-9c9f-be8332a9aa05"
"PC107403","2","1","2016-07-14 16:47:47","DIRECT ADJUSTMENT BY Devan","c96ff897-21bf-4cd9-a257-60b464e214f9"
"PC120129","1","1","2016-07-14 16:47:38","DIRECT ADJUSTMENT BY Lauren","2d118362-031e-4af2-aeb9-e7af4647de25"
"PC101578","5","1","2016-07-14 16:44:17","DIRECT ADJUSTMENT BY Lauren","04bfb5bf-ce7c-4617-9089-c11eade8bc69"
"PC101306","5","1","2016-07-14 16:43:18","DIRECT ADJUSTMENT BY Donald","29d1e142-fefe-406d-9cab-6d8f32c09ac6"
"PC117131","2","1","2016-07-14 16:41:55","DIRECT ADJUSTMENT BY Devan","d65aa06e-e585-4e6e-b83e-6889da42e056"
"PC102572","8","1","2016-07-14 16:41:44","DIRECT ADJUSTMENT BY Lauren","61b9e9a2-5513-41d1-a70a-2a41d0bbb52f"
"PC102576","8","1","2016-07-14 16:40:58","DIRECT ADJUSTMENT BY Lauren","48bd76ab-6286-4615-9052-72e4eb7a521a"
"PC139571","1","1","2016-07-14 16:38:39","DIRECT ADJUSTMENT BY Donald","17fd9294-c2dd-491c-a588-3c70daca8c25"
"PC109378","4","1","2016-07-14 16:36:45","DIRECT ADJUSTMENT BY Devan","aa3b0b38-27b3-44d4-8ad1-bbdf5f5c1cf6"
"PC101252","17","1","2016-07-14 16:36:07","DIRECT ADJUSTMENT BY Lauren","02e3706f-c085-4d9f-b882-eb7cc44813fa"
"PC135924","2","1","2016-07-14 16:34:54","DIRECT ADJUSTMENT BY Devan","65d113e4-e41e-45ec-86ed-470e58493845"
"PC135924","2","1","2016-07-14 16:34:54","DIRECT ADJUSTMENT BY Devan","a79743ef-b6a7-4276-9d30-f4a9b8eb347f"
"PC103022","5","1","2016-07-14 16:33:46","DIRECT ADJUSTMENT BY Lauren","8b940b98-b0e2-4e17-bce9-39083f502d1f"
"PC119160","1","1","2016-07-14 16:32:56","DIRECT ADJUSTMENT BY Devan","c688cc22-0a50-4f5e-aca4-2a3b64408f8b"
"PC109749","1","1","2016-07-14 16:32:10","DIRECT ADJUSTMENT BY Devan","b6c846ac-b1f7-4e54-85b7-224c3e23efee"
"PC128845","1","1","2016-07-14 16:31:21","DIRECT ADJUSTMENT",""
"PC107799","24","1","2016-07-14 16:31:09","DIRECT ADJUSTMENT BY Donald","986377fc-018d-49a6-b201-8ff3eb4726e3"
"PC135388","5","1","2016-07-14 16:30:28","DIRECT ADJUSTMENT BY Devan","045135de-f5bf-47c2-b1a4-c7dae81d0faf"
"PC107881","1","1","2016-07-14 16:29:24","DIRECT ADJUSTMENT BY Donald","a3cae190-5594-4a5f-a330-7185c93cd1e0"
"PC107582","2","1","2016-07-14 16:28:58","DIRECT ADJUSTMENT BY Devan","a983616c-4da6-4b33-8410-8e9c94dd9148"
"PC107777","24","1","2016-07-14 16:28:05","DIRECT ADJUSTMENT BY Donald","3f133e8b-30d3-4aef-9206-22b931bb28ab"
"PC137656","1","1","2016-07-14 16:28:03","DIRECT ADJUSTMENT",""
"PC107834","29","1","2016-07-14 16:26:52","DIRECT ADJUSTMENT BY Donald","6d69ff27-52da-4904-816d-fc228c7af91e"
"PC107882","14","1","2016-07-14 16:25:40","DIRECT ADJUSTMENT BY Donald","b1be59b9-3017-4060-835f-14dec99992be"
"PC130583","1","1","2016-07-14 16:25:18","DIRECT ADJUSTMENT BY Devan","09608e26-0afc-4575-b1a5-3123e2106fcd"
"PC136494","32","1","2016-07-14 16:23:32","DIRECT ADJUSTMENT BY Donald","8036d70e-7fe3-43ab-87db-61617defb22f"
"PC114811","10","1","2016-07-14 16:23:20","DIRECT ADJUSTMENT BY Lauren","cc849b36-4825-400d-ab47-38a8d1eb94e4"
"PC135365","18","1","2016-07-14 16:20:59","DIRECT ADJUSTMENT BY Donald","d52d296c-609b-46a7-9ba1-4df9578037c9"
"PC135365","18","1","2016-07-14 16:20:59","DIRECT ADJUSTMENT BY Donald","6235c8f4-c935-45d1-af29-79a6497af777"
"PC135365","17","1","2016-07-14 16:19:16","DIRECT ADJUSTMENT BY Donald","d52d296c-609b-46a7-9ba1-4df9578037c9"
"PC135365","17","1","2016-07-14 16:19:16","DIRECT ADJUSTMENT BY Donald","6235c8f4-c935-45d1-af29-79a6497af777"
"PC135833","1","1","2016-07-14 16:18:46","DIRECT ADJUSTMENT BY Devan","2c422094-d343-456d-9131-119c810661d1"
"PC114813","15","1","2016-07-14 16:18:40","DIRECT ADJUSTMENT BY Lauren","bf36e7e5-46aa-4566-8025-a5538435dd69"
"PC135365","16","1","2016-07-14 16:18:18","DIRECT ADJUSTMENT BY Donald","d52d296c-609b-46a7-9ba1-4df9578037c9"
"PC135365","16","1","2016-07-14 16:18:18","DIRECT ADJUSTMENT BY Donald","6235c8f4-c935-45d1-af29-79a6497af777"
"PC135365","15","1","2016-07-14 16:17:36","DIRECT ADJUSTMENT BY Donald","d52d296c-609b-46a7-9ba1-4df9578037c9"
"PC135365","15","1","2016-07-14 16:17:36","DIRECT ADJUSTMENT BY Donald","6235c8f4-c935-45d1-af29-79a6497af777"
"PC135365","15","1","2016-07-14 16:16:28","DIRECT ADJUSTMENT BY Donald","d52d296c-609b-46a7-9ba1-4df9578037c9"
"PC135365","15","1","2016-07-14 16:16:28","DIRECT ADJUSTMENT BY Donald","6235c8f4-c935-45d1-af29-79a6497af777"
"PC129821","1","1","2016-07-14 16:15:47","DIRECT ADJUSTMENT BY Devan","146ac192-d250-40f9-83d5-6f3c36aaea2b"
"PC107272","20","1","2016-07-14 16:13:09","DIRECT ADJUSTMENT BY Devan","44d3a326-9e5f-4a6d-b5c5-afee8a80586b"
"PC135365","14","1","2016-07-14 16:06:01","DIRECT ADJUSTMENT BY Donald","d52d296c-609b-46a7-9ba1-4df9578037c9"
"PC135365","14","1","2016-07-14 16:06:01","DIRECT ADJUSTMENT BY Donald","6235c8f4-c935-45d1-af29-79a6497af777"
"PC139515","1","1","2016-07-14 16:05:04","DIRECT ADJUSTMENT BY Devan","7e384baa-0e8a-4265-b20f-509e7287126e"
"PC135365","13","1","2016-07-14 16:05:00","DIRECT ADJUSTMENT BY Donald","d52d296c-609b-46a7-9ba1-4df9578037c9"
"PC135365","13","1","2016-07-14 16:05:00","DIRECT ADJUSTMENT BY Donald","6235c8f4-c935-45d1-af29-79a6497af777"
"PC137591","4","1","2016-07-14 16:03:59","DIRECT ADJUSTMENT BY Lauren","e417ac54-83ea-4572-8fdd-5276f7b02b92"
"PC135365","12","1","2016-07-14 16:03:52","DIRECT ADJUSTMENT BY Donald","d52d296c-609b-46a7-9ba1-4df9578037c9"
"PC135365","12","1","2016-07-14 16:03:52","DIRECT ADJUSTMENT BY Donald","6235c8f4-c935-45d1-af29-79a6497af777"
"PC135365","11","1","2016-07-14 16:02:50","DIRECT ADJUSTMENT BY Donald","d52d296c-609b-46a7-9ba1-4df9578037c9"
"PC135365","11","1","2016-07-14 16:02:50","DIRECT ADJUSTMENT BY Donald","6235c8f4-c935-45d1-af29-79a6497af777"
"PC135365","10","1","2016-07-14 16:01:46","DIRECT ADJUSTMENT BY Donald","d52d296c-609b-46a7-9ba1-4df9578037c9"
"PC135365","10","1","2016-07-14 16:01:46","DIRECT ADJUSTMENT BY Donald","6235c8f4-c935-45d1-af29-79a6497af777"
"PC117017","10","1","2016-07-14 16:01:17","DIRECT ADJUSTMENT BY Devan","aa19a115-e3d2-48e2-a2e1-a06ccdedffdd"
"PC135365","9","1","2016-07-14 16:00:47","DIRECT ADJUSTMENT BY Donald","d52d296c-609b-46a7-9ba1-4df9578037c9"
"PC135365","9","1","2016-07-14 16:00:47","DIRECT ADJUSTMENT BY Donald","6235c8f4-c935-45d1-af29-79a6497af777"
"PC135365","8","1","2016-07-14 16:00:19","DIRECT ADJUSTMENT BY Donald","d52d296c-609b-46a7-9ba1-4df9578037c9"
"PC135365","8","1","2016-07-14 16:00:19","DIRECT ADJUSTMENT BY Donald","6235c8f4-c935-45d1-af29-79a6497af777"
"PC135365","7","1","2016-07-14 15:59:46","DIRECT ADJUSTMENT BY Donald","d52d296c-609b-46a7-9ba1-4df9578037c9"
"PC135365","7","1","2016-07-14 15:59:46","DIRECT ADJUSTMENT BY Donald","6235c8f4-c935-45d1-af29-79a6497af777"
"PC135365","6","1","2016-07-14 15:59:14","DIRECT ADJUSTMENT BY Donald","d52d296c-609b-46a7-9ba1-4df9578037c9"
